Date,Close,High,Low,Open,Volume
2010-11-22,0.31540873646736145,0.31724248451965,0.31036584734758677,0.31311652407667373,462668000
2010-11-23,0.30807361006736755,0.3149502466838614,0.30578139786186964,0.31174116052629425,457832000
2010-11-24,0.3156377673149109,0.31678387287846044,0.3110533450607128,0.3112825771035475,397784000
2010-11-26,0.31174105405807495,0.31724235054229466,0.31174105405807495,0.3154086032644318,143104000
2010-11-29,0.31517934799194336,0.3163254536189015,0.308990383071432,0.31036569342859366,468192000
2010-11-30,0.3119703531265259,0.31357492346775634,0.3062398228373422,0.3103658101106192,720936000
2010-12-01,0.3257235586643219,0.32778653803989677,0.31770081858659477,0.31815925541168744,626536000
2010-12-02,0.3296203911304474,0.3316833983224291,0.3254944040718064,0.3257236362015785,529316000
2010-12-03,0.3390183746814728,0.3390183746814728,0.327328085899353,0.32801575476747447,606044000
2010-12-06,0.33260026574134827,0.34085223969861445,0.3312249549653518,0.3401645706479553,438424000
2010-12-07,0.343373566865921,0.3513963059663207,0.33970601806132755,0.3403936868778529,1026812000
2010-12-08,0.3463535010814667,0.3500210231349599,0.3403937401722294,0.34291518378582597,613252000
2010-12-09,0.3406229019165039,0.3429151404827859,0.33328783141046714,0.33810148594662653,942408000
2010-12-10,0.3426859378814697,0.34589502296451236,0.3397060575470354,0.34062293119210024,451900000
2010-12-13,0.33397552371025085,0.34474891183459194,0.3330586227542613,0.34406127027424394,609108000
2010-12-14,0.33443397283554077,0.3465826991783828,0.33397553600332935,0.340393733630238,755160000
2010-12-15,0.32709893584251404,0.3392476634592237,0.32664047163691357,0.3351216768860537,624176000
2010-12-16,0.32755738496780396,0.33237104070400336,0.3266404838476459,0.3305372657890074,631872000
2010-12-17,0.32939112186431885,0.3312248965676597,0.32388979775429644,0.3277865519205725,593156000
2010-12-20,0.3280158042907715,0.33214179079712,0.3277865721916837,0.3305372480794619,344088000
2010-12-21,0.3408522307872772,0.3408522307872772,0.3309957141863791,0.33122494630571303,466952000
2010-12-22,0.3445196747779846,0.34497811155032615,0.3369553723957547,0.3401644571274582,477988000
2010-12-23,0.3419983386993408,0.34451978272522404,0.34062300062607337,0.34451978272522404,273784000
2010-12-27,0.34383201599121094,0.3463534593006443,0.33489237570574915,0.34108136795157407,255500000
2010-12-28,0.3424566984176636,0.34612424756941224,0.34039371909812693,0.3438320361808981,194260000
2010-12-29,0.3424566984176636,0.3449781418751552,0.3392476134038699,0.3422274936740013,177660000
2010-12-30,0.3436028063297272,0.3456658129878948,0.34085215811081904,0.3419982638124737,174488000
2010-12-31,0.3530009686946869,0.35345943294558185,0.34337368395636514,0.3438321208819382,391252000
2011-01-03,0.36262834072113037,0.36606665921945797,0.35529323939777036,0.3557517037244752,817448000
2011-01-04,0.361482173204422,0.3649204911191998,0.35345943140327385,0.36331594822403446,651384000
2011-01-05,0.38921791315078735,0.3896763773578703,0.3644620209570369,0.3681295433364655,1428216000
2011-01-06,0.44308480620384216,0.4433140382363251,0.3981574318861271,0.39930353739791996,3493312000
2011-01-07,0.45546284317970276,0.456838180968731,0.4281855107496235,0.438042025370151,2579984000
2011-01-10,0.4728836417198181,0.47380051532493167,0.4437725358657154,0.44721085287286316,1750348000
2011-01-11,0.46554863452911377,0.4838863834670677,0.45546291360121893,0.47930195989523916,2711088000
2011-01-12,0.53523188829422,0.5356902977900195,0.46417327928594454,0.46577782182250566,3431896000
2011-01-13,0.5361487865447998,0.5464637657825689,0.5129974117747411,0.5295013566949183,2695192000
2011-01-14,0.540733277797699,0.5496729203108747,0.5237709212219099,0.5269800068469553,1595352000
2011-01-18,0.5281261801719666,0.5370658242887778,0.5150605758900543,0.5333982737805487,1813348000
2011-01-19,0.5136849284172058,0.5409622540055473,0.5125388503142307,0.5283551216197335,1197896000
2011-01-20,0.5141435861587524,0.5171234668600594,0.49947338742904507,0.5086422889604313,1111408000
2011-01-21,0.5093299150466919,0.5269799948850855,0.5084130412675825,0.5196448953509313,739244000
2011-01-24,0.5668646097183228,0.5741997103686737,0.5267508702596845,0.5327105780561158,2056900000
2011-01-25,0.5494436025619507,0.570302709486906,0.5457760534656456,0.5643429490367389,1086856000
2011-01-26,0.562509298324585,0.5730534832915599,0.5512774443684039,0.5551741988734792,1074660000
2011-01-27,0.5609046220779419,0.5719072139854741,0.5501312348953842,0.570531930985002,657396000
2011-01-28,0.5446299314498901,0.5716780587614648,0.5317935366791963,0.5622800084162384,1094796000
2011-01-31,0.5482975244522095,0.5558618281423131,0.536607261772338,0.5455469033425758,750160000
2011-02-01,0.5609046220779419,0.5650305803806099,0.5494435660698351,0.5531111149225545,654104000
2011-02-02,0.5863484144210815,0.5998724817436911,0.5576957368258096,0.5576957368258096,1606616000
2011-02-03,0.5753455758094788,0.5872650962847762,0.5627383864874812,0.5872650962847762,1030776000
2011-02-04,0.588411271572113,0.5929956948719246,0.5810762270827965,0.5833684387327023,872900000
2011-02-07,0.5638845562934875,0.5829099165603131,0.5618215496185891,0.5803885003914134,934236000
2011-02-08,0.5471512675285339,0.5682396290774456,0.544629797353805,0.5645720808101631,1076584000
2011-02-09,0.5338564515113831,0.5547156099199803,0.5239999387212003,0.5492142597854625,1277520000
2011-02-10,0.5230831503868103,0.5320227911598103,0.5180402634929213,0.5219370173720324,1042352000
2011-02-11,0.5379824042320251,0.5549448092308648,0.5127680834128666,0.521249258586976,1359276000
2011-02-14,0.5297305583953857,0.561592311671369,0.5276675518424481,0.5444006996981441,1287828000
2011-02-15,0.5168943405151367,0.5324813607172779,0.5146020737964901,0.5306476129231366,886980000
2011-02-16,0.5359196662902832,0.5434839710172191,0.5219371354598588,0.5237709377682737,1318364000
2011-02-17,0.5886406302452087,0.5962049354304041,0.5182696168914008,0.5207910883868966,3470096000
2011-02-18,0.5874942541122437,0.5948293514576706,0.5783254097557715,0.5854312477368504,1394412000
2011-02-22,0.5320231318473816,0.5698446711444627,0.5301893287795644,0.5682401276167883,1396648000
2011-02-23,0.5068085193634033,0.5370657378745747,0.49924421473561054,0.5320229045564739,1491604000
